====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    = He   Energy = 400 keV
============= TARGET MATERIAL ======================================
Layer  1 : ceria
Layer Width =     1.E+04 AAA ;
  Layer # 1- Density = 7.578E22 atoms/cm3 = 7.22 g/cm3
  Layer # 1- Ce = 33.3 Atomic Percent = 81.4 Mass Percent
  Layer # 1-  O = 66.6 Atomic Percent = 18.5 Mass Percent
====================================================================
 Total Ions calculated =25.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
100010.E-03  238814.E-07  569460.E-08
200010.E-03  180387.E-07  464115.E-07
300010.E-03  163242.E-07  783341.E-07
400010.E-03  191338.E-07  156211.E-06
500010.E-03  217751.E-07  368671.E-07
600010.E-03  228790.E-07  223685.E-07
700010.E-03  244737.E-07  849975.E-07
800010.E-03  236832.E-07  776080.E-07
900010.E-03  238922.E-07  221616.E-06
100001.E-02  208052.E-07  482104.E-07
110001.E-02  195437.E-07  411867.E-07
120001.E-02  191711.E-07  443752.E-07
130001.E-02  164739.E-07  124673.E-06
140001.E-02  160043.E-07  979497.E-07
150001.E-02  157901.E-07  345470.E-07
160001.E-02  150326.E-07  123033.E-06
170001.E-02  175267.E-07  257057.E-06
180001.E-02  184260.E-07  333826.E-07
190001.E-02  171049.E-07  604249.E-07
200001.E-02  147771.E-07  705322.E-07
210001.E-02  142342.E-07  148539.E-07
220001.E-02  163211.E-07  580271.E-07
230001.E-02  225885.E-07  704260.E-07
240001.E-02  262396.E-07  104990.E-06
250001.E-02  283422.E-07  283826.E-07
260001.E-02  272841.E-07  558025.E-07
270001.E-02  232419.E-07  206846.E-07
280001.E-02  183087.E-07  450093.E-07
290001.E-02  153665.E-07  680918.E-07
300001.E-02  157566.E-07  393618.E-06
310001.E-02  175526.E-07  898419.E-07
320001.E-02  230022.E-07  865774.E-07
330001.E-02  275783.E-07  254801.E-06
340001.E-02  309865.E-07  427297.E-07
350001.E-02  273723.E-07  105209.E-06
360001.E-02  252535.E-07  178487.E-07
370001.E-02  218273.E-07  659942.E-07
380001.E-02  188482.E-07  376671.E-07
390001.E-02  210803.E-07  446508.E-07
400001.E-02  212221.E-07  951348.E-07
410001.E-02  170427.E-07  103870.E-06
420001.E-02  185012.E-07  639713.E-07
430001.E-02  218747.E-07  826128.E-07
440001.E-02  261749.E-07  958784.E-07
450001.E-02  277267.E-07  286987.E-07
460001.E-02  270982.E-07  303808.E-06
470001.E-02  302527.E-07  221271.E-06
480001.E-02  321084.E-07  845622.E-07
490001.E-02  232841.E-07  181550.E-06
500001.E-02  232398.E-07  480918.E-06
510001.E-02  250709.E-07  874671.E-07
520001.E-02  240002.E-07  141804.E-06
530001.E-02  265065.E-07  828692.E-07
540001.E-02  245287.E-07  532222.E-06
550001.E-02  185045.E-07  205585.E-06
560001.E-02  230958.E-07  160412.E-06
570001.E-02  324389.E-07  262931.E-06
580001.E-02  404767.E-07  811021.E-07
590001.E-02  359253.E-07  786091.E-07
600001.E-02  298392.E-07  581256.E-06
610001.E-02  336061.E-07  135227.E-06
620001.E-02  417841.E-07  157316.E-05
630001.E-02  540207.E-07  300312.E-06
640001.E-02  517409.E-07  742320.E-07
650001.E-02  619916.E-07  158971.E-06
660001.E-02  119808.E-06  306849.E-06
670001.E-02  847741.E-07  268846.E-06
680001.E-02  105961.E-06  503846.E-06
690001.E-02  672531.E-07  329613.E-06
700001.E-02  973691.E-07  156514.E-05
710001.E-02  113776.E-06  687144.E-06
720001.E-02  122584.E-06  869337.E-06
730001.E-02  815068.E-07  933750.E-06
740001.E-02  200731.E-06  567158.E-06
750001.E-02  155129.E-06  217033.E-05
760001.E-02  104391.E-06  601309.E-06
770001.E-02  144362.E-06  704844.E-06
780001.E-02  143449.E-06  786576.E-06
790001.E-02  169536.E-06  202859.E-05
800001.E-02  236989.E-06  125229.E-05
810001.E-02  161322.E-06  150334.E-05
820001.E-02  148997.E-06  107258.E-05
830001.E-02  961488.E-07  112881.E-05
840001.E-02  672679.E-07  347567.E-06
850001.E-02  865532.E-07  187795.E-05
860001.E-02  328513.E-06  377084.E-05
870001.E-02  181672.E-06  581982.E-06
880001.E-02  105891.E-06  529522.E-06
890001.E-02  219672.E-06  145139.E-05
900001.E-02  954734.E-07  909475.E-06
910001.E-02  130948.E-06  462740.E-06
920001.E-02  854557.E-07  264958.E-06
930001.E-02  158636.E-06  871619.E-06
940001.E-02  140381.E-06  732560.E-06
950001.E-02  137592.E-06  543402.E-06
960001.E-02  166850.E-06  253796.E-05
970001.E-02  214056.E-06  552752.E-06
980001.E-02  136514.E-06  172745.E-05
990001.E-02  132945.E-06  214450.E-05
100000.E-01  115154.E-06  120681.E-05
